url_length,number_of_special_characters,_has_ssl,number_of_name_servers,number_of_href_links,has_pop_up,has_input,has_password,number_of_subdomains,has_favicon,NonStdPort,LinksInScriptTags,has_title,has_submit,has_button,has_link,has_email_input,has_hidden_element,has_audio,has_video,number_of_inputs,number_of_buttons,number_of_images,number_of_option,number_of_list,number_of_TR,number_of_TH,number_of_paragraph,number_of_script,length_of_title,has_h1,has_h2,has_h3,length_of_text,number_of_a,number_of_div,number_of_figure,has_footer,has_form,has_text_area,has_iframe,has_text_input,number_of_meta,has_nav,has_object,has_picture,number_of_sources,number_of_span,number_of_table,number_link,has_abnormalURL,has_dns_recording,GoogleIndex,double_slash_redirecting,domain_registration_length,statistical_report,https_token,submitting_to_email,count_redirects,has_executable_files,count_javascript_files,Label
17,0,1,0,157,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,2,20,0,4,110,0,0,15,65,57,1,1,1,5820,157,198,0,1,1,0,1,0,22,1,0,0,0,113,0,23,0,-1,1,1,1,1,1,1,1,0,0,1
20,0,1,0,27,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,6,0,0,8,0,0,19,92,37,1,1,1,4245,27,343,9,0,0,0,1,0,9,1,0,0,0,43,0,18,0,-1,1,1,0,1,1,1,1,0,61,1
18,0,1,0,503,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2,12,0,0,471,0,0,16,12,49,1,1,0,13064,503,236,23,1,1,0,1,1,10,1,0,1,0,63,0,31,0,-1,1,1,1,1,1,1,0,0,3,1
15,0,1,0,52,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,31,0,0,39,42,29,0,0,1,5644,52,143,11,0,0,0,0,0,17,1,0,0,0,13,0,14,0,-1,1,1,0,1,1,1,1,0,1,1
11,0,1,0,73,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,3,4,0,0,49,0,0,17,12,17,0,1,1,7948,73,94,0,1,1,0,1,0,16,1,0,0,0,12,0,4,0,-1,1,1,-1,1,1,1,0,0,3,1
14,1,1,0,195,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,4,21,0,102,104,0,0,65,39,77,1,1,1,23563,195,146,2,1,1,0,0,1,8,1,0,0,0,22,0,33,0,-1,1,1,1,1,1,1,0,0,13,1
15,1,1,0,37,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,21,0,0,5,13,32,1,1,1,1399,37,42,7,1,0,0,1,0,14,0,0,0,0,15,0,12,0,-1,1,1,0,1,1,1,0,0,4,1
13,1,1,0,0,0,0,0,0,-1,1,1,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,3,8,0,0,0,80,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,0,0,1,1
20,0,1,2,567,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,12,13,0,0,172,0,0,216,12,20,1,1,1,22643,567,849,0,1,1,0,0,1,20,1,0,0,0,568,0,226,0,1,1,1,0,1,1,1,0,0,3,1
21,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,0,22,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,1,0,8,1
23,0,1,0,32,0,1,0,0,1,1,-1,1,0,1,1,1,0,0,0,1,5,0,0,25,0,0,19,16,88,0,0,0,860,32,78,0,1,0,0,1,0,9,0,0,0,0,0,0,13,0,-1,1,1,0,1,1,1,0,0,14,1
19,0,1,0,16,0,0,0,-1,1,1,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,34,0,7,5,3466,0,0,0,5451,16,0,0,0,0,0,0,0,8,0,0,0,0,11,17,30,0,1,1,1,1,1,1,1,0,0,0,1
23,0,1,0,68,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,58,0,0,15,8,24,1,1,1,3025,68,76,0,1,0,0,0,0,14,0,0,0,0,16,0,14,0,-1,1,1,0,1,1,1,1,0,4,1
19,0,1,0,17,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,8,0,0,6,4,13,1,1,0,1263,17,39,0,0,0,0,0,0,3,1,0,0,0,1,0,10,0,-1,1,1,0,1,1,1,0,0,4,1
14,0,1,0,247,0,0,0,-1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,235,0,0,13,64,54,1,1,1,11183,247,797,128,0,0,0,0,0,19,1,0,0,0,421,0,145,0,-1,1,1,1,1,1,1,1,0,2,1
21,1,1,4,313,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,78,0,0,22,16,120,1,1,1,8439,313,54,10,1,1,0,0,0,18,1,0,0,0,257,0,13,0,-1,1,1,0,1,1,1,1,0,2,1
11,0,1,4,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,55,0,0,0,101,0,1,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,0,0,2,1
14,3,1,0,23,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,2,1,0,0,66,0,0,75,9,53,1,1,1,6567,23,126,10,1,1,0,0,0,17,1,0,0,0,13,0,156,0,-1,1,1,0,1,1,1,1,0,1,1
13,0,1,0,704,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,3,2,0,0,627,0,0,30,14,62,1,0,0,21903,704,348,0,1,1,0,0,1,7,0,0,0,0,1325,0,42,0,-1,1,1,0,1,1,1,1,0,2,1
22,0,1,2,55,1,1,1,-1,1,1,-1,1,1,1,1,0,1,0,0,6,18,0,0,25,0,0,12,24,12,1,1,0,1727,55,113,0,0,1,0,0,1,5,0,0,0,0,48,0,19,0,-1,1,1,0,1,1,1,0,0,9,1
20,1,1,2,137,0,1,0,0,1,1,-1,1,0,1,1,0,0,0,0,1,6,0,22,84,0,0,22,56,14,1,1,1,11270,137,176,0,1,1,0,1,0,9,1,0,0,0,36,0,49,0,1,1,1,0,1,1,1,0,0,30,1
15,0,1,0,19,0,0,0,0,1,1,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,18,56,0,1,0,2718,19,34,0,1,0,0,0,0,15,1,0,0,0,1,0,34,0,-1,1,1,1,1,1,1,0,0,1,1
12,0,1,0,108,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,2,15,0,0,99,0,0,36,19,76,1,1,1,10436,108,198,12,1,1,0,1,0,14,1,0,0,0,31,0,23,0,-1,1,1,-1,1,1,1,0,0,3,1
20,0,1,4,97,0,1,0,-1,1,1,1,1,0,1,1,0,0,0,0,1,9,0,64,68,0,0,26,27,55,0,1,1,5691,97,172,0,1,1,0,1,0,19,1,0,0,0,17,0,20,0,-1,1,1,0,1,1,1,1,0,8,1
11,0,1,0,285,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,4,0,0,0,90,0,0,24,54,13,1,1,1,13799,285,601,1,1,1,0,0,0,23,1,0,0,0,93,0,5,0,-1,1,1,-1,1,1,1,1,0,4,1
18,0,1,0,90,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,7,7,0,0,16,0,0,3,35,17,1,1,0,3515,90,174,0,1,1,0,0,1,14,1,0,0,0,134,0,40,0,1,1,1,0,1,1,1,1,0,6,1
16,0,1,0,215,0,1,0,0,-1,1,1,1,0,0,1,0,1,0,0,91,0,0,35,151,41,29,60,5,139,1,0,0,15833,215,163,0,1,1,1,0,1,5,1,0,0,0,46,12,25,0,-1,1,1,0,1,1,1,0,0,5,1
17,1,1,0,1460,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,6,77,0,10,5,27,0,1,0,40139,1460,2,0,0,0,0,0,0,2,0,0,0,0,33,9,8,0,-1,1,1,-1,1,1,1,0,0,3,1
14,0,1,0,59,0,1,0,0,1,1,-1,1,0,1,1,0,0,0,0,1,12,0,264,30,0,0,11,24,52,0,1,1,6564,59,204,0,0,1,0,0,1,27,1,0,0,0,35,0,19,0,-1,1,1,0,1,1,1,0,0,10,1
11,0,1,0,0,0,0,0,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,0,0,0,1
13,0,1,0,206,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2,6,0,0,163,0,0,15,21,66,0,0,1,4638,206,283,0,1,0,0,0,1,18,1,0,0,0,12,0,2,0,-1,1,1,-1,1,1,1,1,0,13,1
20,0,1,0,93,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,2,3,0,0,57,0,0,11,9,29,1,1,0,5536,93,103,0,1,1,0,1,1,14,1,0,1,12,8,0,39,0,-1,1,1,0,1,1,1,1,0,2,1
19,0,1,0,181,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,4,12,0,1,52,0,0,11,44,20,1,1,1,27939,181,1047,0,1,1,0,0,0,26,1,0,0,0,1121,0,204,0,-1,1,1,0,1,1,1,0,0,4,1
28,0,1,0,55,0,1,0,-1,1,1,0,1,1,1,1,1,0,0,0,5,5,0,0,21,0,0,38,50,54,1,0,0,2554,55,565,0,1,1,1,0,1,23,1,0,1,12,125,0,35,0,-1,1,1,0,1,1,1,0,0,9,1
24,0,1,0,244,1,1,0,-1,1,1,0,1,0,0,1,0,1,0,0,3,0,0,0,261,0,0,5,32,41,1,0,0,8097,244,200,0,0,1,0,0,1,21,1,0,1,20,212,0,17,0,-1,1,1,1,1,1,1,0,0,9,1
23,0,1,0,88,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,5,11,0,0,45,19,2,35,23,58,0,1,1,6380,88,131,1,1,1,0,0,0,16,1,0,0,0,44,4,31,0,-1,1,1,1,1,1,1,1,0,1,1
16,1,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,1,0,0,1
15,0,1,0,61,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,8,0,0,24,0,0,18,49,58,1,1,0,2442,61,444,0,1,1,0,1,0,28,1,0,0,0,149,0,27,0,-1,1,1,0,1,1,1,0,0,9,1
14,0,1,0,15,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,15,0,0,9,13,30,1,0,1,2254,15,67,0,1,0,0,0,0,10,1,0,0,0,3,0,13,0,-1,1,1,-1,1,1,1,0,0,5,1
30,0,1,0,75,0,1,0,0,1,1,-1,1,1,1,1,1,1,0,0,16,2,0,51,43,0,0,5,48,109,0,1,1,5253,75,231,0,0,1,0,1,1,14,1,0,0,0,10,0,4,0,-1,1,1,0,1,1,1,0,0,7,1
23,0,1,0,291,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,21,12,0,0,144,0,0,23,50,28,1,1,1,9887,291,365,0,1,1,0,0,1,22,1,0,0,0,62,0,192,0,-1,1,1,-1,1,1,1,0,0,3,1
13,0,1,0,16,0,1,1,0,1,1,-1,1,1,0,1,0,1,0,0,10,0,0,0,17,1,0,1,10,44,1,1,0,1552,16,48,0,0,1,0,0,1,0,0,1,0,0,29,1,4,0,-1,1,1,0,1,1,1,0,0,5,1
16,0,1,4,29,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,14,0,0,7,2,27,1,1,1,2041,29,11,0,0,0,0,0,0,14,0,0,0,0,0,0,17,0,-1,1,1,0,1,1,1,1,0,1,1
18,0,1,0,60,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,10,2,0,0,37,33,0,1,0,8426,60,68,0,0,0,0,0,0,10,0,0,0,0,7,1,0,0,-1,1,1,1,1,1,1,0,0,1,1
21,1,1,0,97,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,2,0,0,0,31,0,0,0,39,39,1,0,0,1420,97,126,0,0,1,0,0,1,22,1,0,0,0,8,0,3,0,-1,1,1,0,1,1,1,1,0,9,1
16,0,1,0,303,0,1,0,0,1,1,-1,1,0,1,1,0,1,0,0,17,3,0,0,42,0,0,121,17,52,1,1,1,23606,303,1265,0,1,0,0,0,1,20,1,0,0,0,434,0,106,0,-1,1,1,0,1,1,1,1,0,15,1
24,1,1,0,56,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,15,2,0,0,63,18,2,54,45,59,1,1,1,15184,56,101,1,1,1,1,0,1,21,1,0,0,0,61,1,11,0,-1,1,1,0,1,1,1,1,0,0,1
19,0,1,2,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,0,62,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,4,1
15,0,1,0,351,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,73,9,0,0,196,0,0,35,18,47,1,1,1,22394,351,495,0,1,1,0,1,1,9,0,0,1,3,36,0,50,0,-1,1,1,0,1,1,1,0,0,2,1
15,3,1,0,3,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,2,0,0,0,0,0,31,7,56,1,1,0,7774,3,33,0,1,1,0,0,0,37,1,0,0,0,16,0,8,0,-1,1,1,0,1,1,1,1,0,0,1
17,0,1,0,53,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,28,0,0,43,29,60,1,1,1,5255,53,157,1,0,0,0,0,0,18,1,0,0,1,34,0,31,0,-1,1,1,1,1,1,1,1,0,13,1
15,1,1,0,31,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,2,0,0,8,0,0,12,35,22,1,1,0,4490,31,210,3,1,0,0,0,0,5,1,0,0,0,45,0,10,0,1,1,1,0,1,1,1,0,0,17,1
22,0,1,2,71,1,1,0,0,1,1,-1,1,1,0,1,1,1,0,0,21,0,0,0,21,0,0,28,40,34,1,1,1,5881,71,194,0,1,1,1,1,1,24,1,0,0,0,55,0,35,0,-1,1,1,0,1,1,1,0,0,1,1
20,0,1,0,140,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,82,0,0,21,13,45,1,1,0,6494,140,129,0,1,0,0,0,1,4,1,0,0,0,73,0,15,0,-1,1,1,0,1,1,1,0,0,2,1
24,0,1,0,37,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,10,0,0,0,46,0,0,42,36,29,1,1,1,6381,37,215,0,1,1,1,1,1,6,1,0,0,0,41,0,23,0,1,1,1,0,1,1,1,1,0,0,1
16,1,1,2,71,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2,4,0,0,50,0,0,5,29,51,1,1,0,2555,71,123,0,1,1,0,1,1,19,1,0,0,0,13,0,27,0,1,1,1,1,1,1,1,0,0,15,1
19,0,1,2,9,0,1,0,0,-1,1,1,0,1,0,1,0,0,0,0,2,0,0,0,16,0,0,4,4,0,1,1,0,1728,9,8,0,1,1,0,0,0,4,0,0,0,0,0,0,2,0,0,1,1,0,1,1,1,0,0,1,1
19,1,1,0,150,0,1,0,-1,1,1,0,1,0,0,1,0,1,0,0,209,0,0,0,50,0,0,209,67,29,0,1,1,9624,150,520,0,0,0,0,1,0,13,0,0,0,0,343,0,61,0,-1,1,1,-1,1,1,1,1,0,25,1
17,0,1,0,67,0,0,0,0,1,1,-1,1,0,0,1,0,0,0,0,0,0,0,0,22,29,0,35,9,39,0,1,0,4367,67,406,0,0,0,0,0,0,13,0,0,0,0,52,5,22,0,-1,1,1,0,1,1,1,0,0,7,1
21,0,1,2,160,0,1,0,0,1,1,-1,1,1,1,1,0,1,0,0,24,5,0,0,88,0,0,1,68,52,0,1,1,5623,160,228,0,1,1,0,0,1,15,1,0,0,0,5,0,23,0,-1,1,1,0,1,1,1,0,0,1,1
19,2,1,0,13,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,92,9,0,39,6,50,1,1,1,11235,13,235,0,1,0,0,0,0,7,1,0,0,0,219,1,158,0,-1,1,1,0,1,1,1,1,0,0,1
20,0,1,5,194,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,5,4,0,0,160,0,0,47,11,59,1,1,1,14538,194,65,0,1,1,0,1,1,2,0,0,0,0,15,0,25,0,-1,1,1,1,1,1,1,0,0,2,1
17,0,1,3,67,0,1,0,0,1,1,-1,1,0,1,1,0,0,0,0,2,8,0,0,34,28,28,28,8,54,1,1,1,15489,67,210,3,1,0,0,1,0,26,1,0,0,0,34,7,32,0,-1,1,1,-1,1,1,1,1,0,0,1
15,0,1,2,5,0,0,0,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,10,1,0,0,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1
13,0,1,0,311,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,31,21,0,0,76,13,0,2,20,56,1,1,0,12007,311,676,1,0,1,0,1,1,21,0,0,0,0,67,12,68,0,-1,1,1,0,1,1,1,1,0,9,1
15,0,1,2,153,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,62,29,0,0,97,0,0,55,57,52,0,1,1,11511,153,343,0,1,1,0,0,0,24,1,0,1,30,73,0,116,0,1,1,1,1,1,1,1,1,0,7,1
18,0,1,0,252,0,1,0,-1,1,1,1,1,0,1,1,0,0,0,0,2,1,0,0,180,0,0,23,59,56,1,1,1,7478,252,375,0,0,0,0,1,0,12,0,0,1,48,28,0,13,0,-1,1,1,0,1,1,1,0,0,18,1
13,0,1,0,72,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,6,0,0,21,0,0,5,15,59,1,1,0,5783,72,121,0,1,0,0,1,1,13,1,0,1,15,11,0,12,0,-1,1,1,-1,1,1,1,0,0,6,1
24,0,1,0,48,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,10,0,0,0,39,0,0,10,41,23,0,1,1,2348,48,140,0,1,1,0,0,1,9,1,0,0,0,25,0,22,0,-1,1,1,1,1,1,1,1,0,1,1
26,0,1,2,115,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,9,1,0,0,115,0,0,13,37,66,1,1,1,4395,115,57,0,0,1,0,0,1,20,1,0,0,0,63,0,24,0,-1,1,1,0,1,1,1,1,0,5,1
15,1,1,0,141,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,74,53,13,5,8,75,1,1,1,6184,141,81,0,0,0,0,0,0,29,1,0,0,0,121,3,58,0,-1,1,1,0,1,1,1,1,0,4,1
15,0,1,0,366,1,1,0,-1,-1,1,1,1,0,0,1,0,1,0,0,5,0,0,31,0,392,0,1,10,6,0,0,0,9420,366,7,0,0,1,0,0,1,1,0,0,0,0,11,154,302,0,-1,1,1,1,1,1,1,0,1,2,1
14,0,1,0,18,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,2,0,0,0,19,0,0,0,2,6,0,0,0,691,18,18,0,0,0,0,0,1,14,0,0,0,0,2,0,1,0,-1,1,1,1,1,1,1,1,0,1,1
18,2,1,0,247,0,1,0,0,1,1,-1,1,0,1,1,1,1,0,0,12,6,1,0,114,0,0,57,85,67,1,1,1,30807,247,1023,7,1,1,1,1,1,25,1,0,0,0,1242,0,173,0,1,1,1,0,1,1,1,0,0,2,1
25,0,1,0,326,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,8,40,0,0,188,0,0,26,42,91,0,1,1,21468,326,519,0,1,1,0,0,0,24,0,0,0,0,93,0,58,0,-1,1,1,1,1,1,1,0,0,5,1
20,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,38,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,0,0,1,1
24,0,1,0,346,0,1,0,-1,1,1,0,1,1,1,1,0,1,0,0,23,12,0,25,206,0,0,52,11,62,1,1,1,19579,346,499,0,1,1,0,1,1,8,0,0,0,0,99,0,53,0,-1,1,1,-1,1,1,1,1,0,4,1
19,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,0,22,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,1,0,8,1
16,0,1,0,242,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,2,0,0,106,0,0,2,13,80,1,1,1,8190,242,117,0,1,1,0,0,0,9,1,0,0,0,71,0,34,0,-1,1,1,0,1,1,1,1,0,0,1
16,0,1,2,48,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,16,0,0,0,9,61,1,1,1,3203,48,28,0,1,1,0,0,0,13,1,0,0,0,30,0,11,0,-1,1,1,0,1,1,1,1,0,2,1
22,0,1,0,142,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,26,9,0,0,108,0,0,10,43,59,1,1,0,4624,142,218,12,1,1,0,1,0,25,1,0,0,0,55,0,79,0,1,1,1,0,1,1,1,1,0,5,1
16,0,1,0,89,0,1,0,0,-1,1,1,1,1,1,1,1,1,0,0,13,1,0,0,35,0,0,5,4,65,1,1,1,2630,89,63,0,1,1,0,1,1,7,1,0,0,0,13,0,12,0,-1,1,1,-1,1,1,1,0,0,0,1
29,0,1,2,14,0,0,0,0,1,1,-1,1,0,0,1,0,0,0,0,0,0,0,0,6,0,0,5,32,53,0,0,1,1131,14,164,0,1,0,0,0,0,5,1,0,0,0,18,0,4,0,1,1,1,0,1,1,1,0,0,0,1
16,0,1,2,0,0,0,0,0,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,1,0,1,1
27,0,1,0,18,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,3,2,0,0,12,0,0,1,7,55,1,1,0,793,18,47,0,1,1,0,0,0,4,1,0,0,0,9,0,0,0,0,1,1,0,1,1,1,1,0,0,1
15,0,1,0,63,0,1,0,0,-1,1,1,1,0,1,1,0,1,0,0,12,5,0,39,19,0,0,8,6,36,0,1,1,8621,63,175,15,1,1,0,0,1,15,1,0,0,0,26,0,15,0,-1,1,1,0,1,1,1,1,0,1,1
16,0,1,0,46,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,5,5,0,0,15,0,0,15,14,9,0,1,0,3080,46,148,0,1,1,0,1,1,13,0,0,0,0,8,0,23,0,-1,1,1,0,1,1,1,0,0,6,1
18,1,1,2,3,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,20,17,1,0,0,510,3,7,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,1,0,0,1
16,0,1,0,31,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,24,0,0,27,8,54,1,1,1,8726,31,31,1,1,0,0,0,0,6,1,0,0,0,37,0,6,0,1,1,1,1,1,1,1,0,0,4,1
19,0,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1
23,0,1,0,91,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,12,2,0,0,20,7,3,3,53,66,0,1,0,5491,91,216,0,1,1,0,1,0,23,1,0,0,0,28,1,75,0,1,1,1,0,1,1,1,0,0,1,1
19,3,1,0,182,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,6,0,0,0,122,0,0,15,32,74,1,1,1,5869,182,157,0,1,1,0,0,1,14,1,0,0,0,2,0,12,0,-1,1,1,0,1,1,1,0,0,5,1
18,0,1,0,226,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,6,1,0,0,81,0,0,8,17,69,1,1,1,5225,226,127,24,1,1,0,0,1,6,1,0,0,0,144,0,32,0,-1,1,1,0,1,1,1,0,0,4,1
17,0,1,2,35,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,5,24,0,0,40,0,0,26,15,66,1,1,1,10967,35,224,0,1,1,0,1,1,12,1,0,0,1,19,0,75,0,-1,1,1,0,1,1,1,1,0,8,1
22,0,1,0,42,1,1,0,-1,-1,1,1,1,1,0,1,1,0,0,0,8,0,0,6,7,0,0,29,23,44,1,1,0,4685,42,195,0,0,1,1,1,1,11,1,0,0,0,0,0,58,0,1,1,1,1,1,1,1,0,0,4,1
20,0,1,0,67,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,7,0,0,0,45,0,0,15,5,77,1,1,0,5903,67,62,0,1,1,0,0,0,12,1,0,0,0,21,0,34,0,-1,1,1,0,1,1,1,1,0,1,1
14,0,1,0,79,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,14,0,0,81,0,0,10,5,24,1,1,1,3596,79,94,0,1,0,0,0,0,3,1,0,1,0,25,0,5,0,-1,1,1,0,1,1,1,0,0,2,1
24,0,1,2,75,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,108,0,0,36,17,25,0,1,1,7749,75,340,0,1,0,0,0,0,12,1,0,0,0,186,0,43,0,-1,1,1,0,1,1,1,1,0,2,1
18,1,1,0,112,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,167,1,0,0,63,0,0,62,10,48,1,1,1,10806,112,250,0,0,1,0,0,1,13,1,0,1,52,102,0,23,0,-1,1,1,-1,1,1,1,0,0,2,1
15,0,1,0,56,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,7,8,0,5,4,23,0,0,1,7148,56,170,0,0,1,0,0,1,14,0,0,0,0,103,4,3,0,-1,1,1,-1,1,1,1,1,0,0,1
12,1,1,0,520,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,21,0,0,46,110,1,0,1,11,46,1,0,1,12986,520,526,0,1,1,0,0,1,8,1,0,0,0,278,0,59,0,-1,1,1,-1,1,1,1,0,0,4,1
19,0,1,4,34,0,0,0,-1,1,1,0,1,0,1,1,0,0,0,0,0,2,0,0,33,0,0,11,2,69,1,1,1,3356,34,21,7,1,0,0,0,0,40,1,0,1,2,20,0,8,0,1,1,1,0,1,1,1,1,0,0,1
20,1,1,0,215,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,5,0,0,113,0,0,33,21,57,1,1,0,22153,215,222,0,1,1,0,0,1,19,1,0,0,0,13,0,39,0,-1,1,1,0,1,1,1,1,0,1,1
18,0,1,0,40,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,2,0,0,4,14,0,0,14,0,18,1,1,0,4276,40,4,0,1,1,0,0,1,8,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1
20,0,1,2,9,0,0,0,0,1,1,-1,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,12,2,33,1,1,0,3852,9,47,0,1,0,0,0,0,4,1,0,0,0,7,0,1,0,-1,1,1,0,1,1,1,1,0,2,1
21,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,80,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,0,0,32,1
32,0,1,0,215,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,8,58,1,0,1,7924,215,286,0,1,0,0,0,0,11,0,0,0,2,149,0,73,0,1,1,1,0,1,1,1,1,0,5,1
