url_length,number_of_special_characters,_has_ssl,number_of_name_servers,number_of_href_links,has_pop_up,has_input,has_password,number_of_subdomains,has_favicon,NonStdPort,LinksInScriptTags,has_title,has_submit,has_button,has_link,has_email_input,has_hidden_element,has_audio,has_video,number_of_inputs,number_of_buttons,number_of_images,number_of_option,number_of_list,number_of_TR,number_of_TH,number_of_paragraph,number_of_script,length_of_title,has_h1,has_h2,has_h3,length_of_text,number_of_a,number_of_div,number_of_figure,has_footer,has_form,has_text_area,has_iframe,has_text_input,number_of_meta,has_nav,has_object,has_picture,number_of_sources,number_of_span,number_of_table,number_link,has_abnormalURL,has_dns_recording,GoogleIndex,double_slash_redirecting,domain_registration_length,statistical_report,https_token,submitting_to_email,count_redirects,has_executable_files,count_javascript_files,Label
46,5,1,0,0,0,0,0,0,1,1,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,11,0,0,0,11,0,2,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,-1,1,1,-1,1,1,1,0,0,22,0
18,1,1,0,6,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,9,6,0,0,0,2,0,4,26,28,0,0,0,556,6,69,0,0,1,0,0,1,13,0,0,0,0,0,1,5,0,-1,1,1,0,1,1,1,0,0,6,0
46,5,1,0,0,0,0,0,0,1,1,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,11,0,0,0,11,0,2,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,-1,1,1,-1,1,1,1,0,0,14,0
23,2,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,25,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,-1,1,1,-1,1,1,1,0,0,4,0
20,0,1,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,1,1,-1,1,1,1,0,0,0,0
31,2,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,25,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,-1,0,1,1,0,1,1,1,0,0,4,0
18,2,1,0,0,1,0,0,0,-1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,1,1,1,0,0,3,0
24,1,1,0,7,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,5,6,52,1,1,0,363,7,15,0,0,0,0,0,0,4,0,0,0,0,0,0,1,-1,0,1,1,0,1,1,1,0,0,1,0
26,2,1,0,0,1,0,0,0,-1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,0,1,1,1,0,0,3,0
16,0,1,0,6,0,1,1,-1,-1,1,0,1,0,1,0,1,1,0,0,7,1,0,83,3,0,0,4,6,25,1,0,0,875,6,27,0,1,1,0,0,0,4,0,0,0,0,6,0,1,0,1,1,1,1,1,1,1,1,0,0,0
31,17,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,1,1,-1,1,1,1,0,0,0,0
21,1,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,0,0,0,0
29,15,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,1,1,-1,1,1,1,0,0,0,0
13,10,0,0,6,0,1,1,-1,-1,1,0,1,0,1,0,1,1,0,0,7,1,0,83,3,0,0,4,6,25,1,0,0,875,6,27,0,1,1,0,0,0,4,0,0,0,0,6,0,1,0,-1,1,-1,1,1,0,1,1,0,0,0
26,0,1,0,9,0,0,0,0,-1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,15,1,1,1,587,9,14,0,0,0,0,0,0,9,0,0,0,0,1,0,1,0,-1,1,1,1,1,1,1,0,0,1,0
39,17,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,1,1,0,1,1,1,0,0,0,0
14,1,1,2,4,0,0,0,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,10,1,0,0,66,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,1,0,1,1,1,0,0,0,0
37,15,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,1,1,0,1,1,1,0,0,0,0
4,0,1,2,0,0,0,0,1,1,1,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,16,1,1,0,82,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,-1,1,1,0,1,1,1,1,0,8,0
12,9,0,0,3,0,1,1,-1,1,1,-1,1,1,1,1,0,1,0,0,6,11,0,0,0,0,0,0,5,10,1,0,0,840,3,44,0,0,1,0,0,1,3,0,0,0,0,13,0,20,0,-1,1,1,-1,1,1,1,0,0,2,0
37,12,1,0,0,0,0,0,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,62,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,-1,1,1,-1,1,1,1,0,0,0,0
21,1,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,0,0,0,0
45,12,1,0,0,0,0,0,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,62,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,-1,0,1,1,0,1,1,1,0,0,0,0
8,0,1,4,1,0,0,0,1,-1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,19,1,0,1,151,1,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,0,1,0
33,1,1,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,1,1,1,0,0,0,0
17,0,1,0,0,0,0,0,0,-1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,32,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,0,0,0,0
35,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,53,0,0,0,80,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,1,0,0,0
21,1,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,0,0,0,0
23,0,1,2,0,0,0,0,0,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,1,0,1,0
31,2,1,0,341,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,4,5,0,0,139,0,0,16,5,12,1,1,1,6840,341,724,0,0,1,0,1,1,4,0,0,0,0,383,0,90,-1,0,1,1,0,1,1,1,0,0,1,0
40,10,1,0,5,0,1,1,-1,-1,1,1,1,0,1,1,1,0,0,0,2,1,0,0,0,0,0,0,3,44,0,0,0,429,5,23,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,-1,1,1,-1,1,1,1,0,0,2,0
15,0,1,4,204,0,0,0,1,1,1,-1,1,0,0,1,0,0,0,0,0,0,0,0,177,0,0,33,38,53,1,1,1,9980,204,255,0,1,0,0,0,0,21,1,0,0,0,106,0,110,0,-1,1,1,-1,1,1,1,0,0,23,0
13,0,1,2,4,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33,7,20,0,1,0,3371,4,31,0,0,0,0,0,0,9,0,0,0,0,41,0,0,0,-1,1,1,0,1,1,1,0,0,0,0
17,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,13,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,-1,1,1,1,1,1,1,0,0,1,0
73,8,1,0,2,0,1,0,-1,-1,1,1,1,0,1,1,0,1,0,0,1,2,0,0,0,0,0,3,3,36,0,1,0,474,2,8,0,0,1,0,0,0,5,0,0,0,0,7,0,0,0,-1,1,1,0,1,1,1,0,0,0,0
46,7,1,0,0,0,0,0,-1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24,0,0,0,148,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1,1,1,1,1,1,1,1,0,0,0
20,0,1,2,7,0,1,0,-1,1,1,-1,1,1,0,1,0,1,0,0,12,0,0,0,3,0,0,0,2,40,1,1,0,661,7,28,0,0,1,0,0,1,3,0,0,0,0,0,0,6,0,-1,1,1,0,1,1,1,0,0,1,0
29,5,1,4,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,59,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,-1,0,1,1,0,1,1,1,0,0,4,0
21,1,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,0,0,0,0
20,0,1,0,5,0,1,1,-1,-1,1,1,1,0,1,1,1,0,0,0,2,2,0,0,0,0,0,3,8,17,0,1,0,514,5,41,0,1,1,0,0,0,2,0,0,0,0,11,0,3,0,-1,1,1,0,1,1,1,0,0,7,0
13,0,1,2,3,0,1,1,0,1,1,-1,1,1,1,1,0,1,0,0,6,1,0,0,0,0,0,5,19,39,1,0,0,215,3,3,0,0,1,0,0,1,4,0,0,0,0,1,0,0,0,-1,1,1,-1,1,1,1,1,0,0,0
15,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,26,0,0,0,116,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,0,0,1,0
18,0,1,0,0,0,1,0,0,-1,1,1,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,3,13,0,0,0,226,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,0,0,1,0
16,0,1,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,0,0,0,0
73,14,1,0,2,0,1,0,-1,-1,1,1,1,0,1,1,0,1,0,0,1,2,0,0,0,0,0,3,3,36,0,1,0,474,2,8,0,0,1,0,0,0,5,0,0,0,0,7,0,0,0,-1,1,1,0,1,1,1,0,0,0,0
21,1,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,0,0,0,0
31,1,1,0,88,0,0,0,0,-1,1,1,1,0,1,1,0,0,0,0,0,25,0,12,92,0,0,60,25,46,1,1,1,10903,88,129,11,1,0,0,1,0,7,1,0,1,18,191,0,11,0,-1,1,1,-1,1,1,1,0,0,0,0
23,0,1,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,1,1,1,0,0,0,0
16,0,1,2,0,0,0,0,1,1,1,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,0,0,0,0
24,0,1,0,9,0,0,0,0,-1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,15,1,1,1,587,9,14,0,0,0,0,0,0,9,0,0,0,0,1,0,1,0,-1,1,1,1,1,1,1,0,0,1,0
16,0,1,0,2,0,1,0,0,-1,1,1,1,0,1,1,0,0,0,0,1,2,0,0,0,0,0,1,10,10,0,0,0,167,2,133,0,0,0,0,0,0,15,0,0,0,0,23,0,1,0,-1,1,1,1,1,1,1,0,0,0,0
39,1,1,0,88,0,0,0,0,-1,1,1,1,0,1,1,0,0,0,0,0,25,0,12,92,0,0,60,25,46,1,1,1,10903,88,129,11,1,0,0,1,0,7,1,0,1,18,191,0,11,-1,0,1,1,0,1,1,1,0,0,0,0
32,18,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,1,1,-1,1,1,1,0,0,0,0
10,0,1,0,1,0,0,0,1,1,1,-1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,12,0,0,0,1,196,1,8,0,0,0,0,0,0,13,0,0,0,0,1,0,1,0,-1,1,1,0,1,1,1,0,0,7,0
40,18,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,1,1,0,1,1,1,0,0,0,0
14,11,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,1,1,-1,1,1,1,0,0,0,0
18,0,1,0,0,0,1,0,0,-1,1,1,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,3,13,0,0,0,226,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,1,0,1,0
16,0,1,0,6,0,1,1,0,-1,1,0,1,0,1,0,1,1,0,0,7,1,0,83,3,0,0,4,6,25,1,0,0,875,6,27,0,1,1,0,0,0,4,0,0,0,0,6,0,1,0,-1,1,1,1,1,1,1,1,0,0,0
32,18,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,1,1,-1,1,1,1,0,0,0,0
33,1,1,2,0,0,0,0,0,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,1,0,1,0
40,18,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,1,1,0,1,1,1,0,0,0,0
11,1,1,2,0,0,0,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,0,2,0
16,0,1,0,1,0,1,0,0,-1,1,1,1,0,1,1,0,0,0,0,1,2,0,0,0,0,0,2,10,9,0,1,0,133,1,142,0,0,0,0,0,0,15,0,0,0,0,18,0,1,0,-1,1,1,1,1,1,1,0,0,0,0
18,2,1,0,0,0,1,0,0,-1,1,1,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,3,13,0,0,0,226,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,0,0,1,0
23,2,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,25,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,-1,1,1,-1,1,1,1,0,0,4,0
31,2,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,25,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,-1,0,1,1,0,1,1,1,0,0,4,0
19,1,1,2,0,0,0,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,0,0,2,0
18,2,1,0,0,0,1,0,0,-1,1,1,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,3,13,0,0,0,226,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,0,0,1,0
16,0,1,0,2,0,1,0,0,-1,1,1,1,0,1,1,0,0,0,0,1,2,0,0,0,0,0,3,10,4,0,0,0,212,2,133,0,0,0,0,0,0,15,0,0,0,0,24,0,1,0,-1,1,1,1,1,1,1,0,0,0,0
19,2,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,116,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,0,0,4,0
34,6,1,0,3,0,0,0,-1,-1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,178,3,11,0,0,0,0,0,0,2,0,0,0,0,3,0,1,0,1,1,1,1,1,1,1,1,0,0,0
25,3,1,0,548,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,162,0,0,486,0,0,660,14,22,1,1,1,12776,548,225,0,1,0,0,0,0,21,1,0,0,0,16,0,13,0,-1,1,1,0,1,1,1,1,0,12,0
18,1,1,0,0,0,1,0,0,-1,1,1,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,3,13,0,0,0,226,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,0,0,1,0
16,0,1,0,6,0,1,1,0,-1,1,0,1,0,1,0,1,1,0,0,7,1,0,83,3,0,0,4,6,25,1,0,0,875,6,27,0,1,1,0,0,0,4,0,0,0,0,6,0,1,0,-1,1,1,1,1,1,1,1,0,0,0
16,0,1,0,2,0,1,0,0,-1,1,1,1,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,10,24,0,0,0,175,2,125,0,0,0,0,1,0,9,0,0,0,0,22,0,0,0,-1,1,1,1,1,1,1,0,0,0,0
28,0,1,0,88,0,0,0,0,-1,1,1,1,0,1,1,0,0,0,0,0,25,0,12,92,0,0,60,25,46,1,1,1,10903,88,129,11,1,0,0,1,0,7,1,0,1,18,191,0,11,0,-1,1,1,-1,1,1,1,0,0,0,0
19,1,1,2,0,0,0,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,0,2,0
36,0,1,0,88,0,0,0,0,-1,1,1,1,0,1,1,0,0,0,0,0,25,0,12,92,0,0,60,25,46,1,1,1,10903,88,129,11,1,0,0,1,0,7,1,0,1,18,191,0,11,-1,0,1,1,0,1,1,1,0,0,0,0
6,0,1,2,22,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,2,2,0,0,17,0,0,9,16,48,1,1,1,2100,22,33,0,1,1,0,0,0,12,1,0,0,0,6,0,0,0,1,1,1,0,1,1,1,0,0,9,0
18,2,1,0,0,0,1,0,0,-1,1,1,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,3,13,0,0,0,226,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,0,0,1,0
18,1,1,0,3,0,0,0,0,-1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,10,3,1,0,0,495,3,115,0,0,0,0,0,0,3,0,0,0,0,4,0,5,0,-1,1,1,0,1,1,1,0,0,2,0
5,0,1,2,61,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,2,0,0,27,0,0,13,34,14,1,1,1,3502,61,206,3,1,0,0,0,0,22,1,0,0,0,61,0,6,0,-1,1,1,-1,1,1,1,1,0,0,0
76,13,1,2,0,0,0,0,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,0,0,2,0
30,16,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,1,1,-1,1,1,1,0,0,0,0
18,1,1,0,0,0,1,0,0,-1,1,1,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,3,13,0,0,0,226,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,0,0,1,0
15,0,1,2,0,0,0,0,1,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,0,0,1,0
38,16,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,1,1,0,1,1,1,0,0,0,0
27,0,1,0,7,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,5,6,40,1,1,0,327,7,15,0,0,0,0,0,0,4,0,0,0,0,0,0,1,-1,0,1,1,0,1,1,1,0,0,1,0
21,2,1,2,0,0,0,0,1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,1,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,1,0,0,0
21,2,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,25,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,-1,1,1,-1,1,1,1,0,0,4,0
42,3,1,0,90,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2,3,0,0,41,0,0,13,6,15,1,1,1,4073,90,269,8,1,1,0,1,1,4,0,0,0,0,49,0,44,-1,0,1,1,0,1,1,1,0,0,1,0
21,1,1,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,1,1,1,0,0,0,0
11,0,1,2,0,0,0,0,1,1,1,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13,1,0,0,132,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,0,0,0,0
29,2,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,25,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,-1,0,1,1,0,1,1,1,0,0,4,0
21,1,1,2,0,0,0,0,0,-1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,33,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,0,0,1,0
18,1,1,0,0,0,1,0,0,-1,1,1,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,3,16,0,0,0,232,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,0,0,1,0
21,1,1,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,0,0,0,0
73,11,1,0,2,0,1,0,-1,-1,1,1,1,0,1,1,0,1,0,0,1,2,0,0,0,0,0,3,3,36,0,1,0,474,2,8,0,0,1,0,0,0,5,0,0,0,0,7,0,0,0,-1,1,1,0,1,1,1,0,0,0,0
23,0,1,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,-1,1,1,1,0,0,0,0
34,6,1,0,3,0,0,0,-1,-1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,178,3,11,0,0,0,0,0,0,2,0,0,0,0,3,0,1,0,1,1,1,1,1,1,1,1,0,0,0
23,0,1,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,1,1,1,0,0,0,0
48,5,1,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,1,1,1,0,0,0,0
18,1,1,0,0,0,1,0,0,-1,1,1,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,3,4,0,0,0,208,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,0,0,1,0
21,1,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,0,0,0,0
30,0,1,3,61,0,0,0,1,1,1,-1,1,0,1,1,0,0,0,0,0,1,0,0,23,0,0,14,58,35,1,1,1,5320,61,344,0,1,0,0,0,0,29,1,0,0,0,96,0,16,0,-1,1,1,0,1,1,1,1,0,3,0
6,0,1,2,22,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,2,2,0,0,17,0,0,9,16,48,1,1,1,2100,22,33,0,1,1,0,0,0,12,1,0,0,0,6,0,0,0,-1,1,1,0,1,1,1,1,0,9,0
25,1,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,1,0,0,0
